2015-08-01,1
2015-12-01,2
2016-02-01,1
2016-03-01,2
2016-04-01,1
2016-09-01,1
2017-01-01,1
2017-09-01,2
2017-10-01,2
2017-11-01,1
2017-12-01,1
2018-01-01,1
2018-02-01,1
